Geo_FIPS,Geo_NAME,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,SE_T001_001,SE_T001_002,SE_T002_001,SE_T013_001,SE_T016_001,SE_T016_002,SE_T016_003,SE_T016_004,SE_T016_005,SE_T016_006,SE_T016_007,SE_T016_008,SE_T016_009
"36029","Erie County","Erie County, New York","00","36","029",3.8027713437,4.2494151091,15.947174471,7.8,10.7,"Yes",14.862076172,13.432539157,1.0709994253,1.2447103077,81.590155637,438586,24
